payment_date,customer_id,amount,running_total
2007-03-18 10:51:06.996577,122,4.99,39.89
2007-03-18 19:31:58.996577,122,4.99,44.88
2007-03-19 12:17:20.996577,122,2.99,47.87
2007-03-20 11:30:09.996577,122,4.99,52.86
2007-03-21 18:19:35.996577,122,5.99,58.85
2007-04-06 12:13:14.996577,122,2.99,61.84
2007-04-06 21:53:39.996577,122,4.99,66.83
2007-04-07 11:51:43.996577,122,7.99,74.82
2007-04-08 03:52:25.996577,122,4.99,79.81
2007-04-09 11:22:51.996577,122,6.99,86.8
2007-04-11 12:31:02.996577,122,0.99,87.79
2007-04-11 22:26:00.996577,122,0.99,88.78
2007-04-11 22:47:08.996577,122,0.99,89.77
2007-04-26 23:07:42.996577,122,7.99,97.76
2007-04-27 09:51:21.996577,122,2.99,100.75
2007-04-28 11:49:26.996577,122,4.99,105.74
2007-04-28 16:23:01.996577,122,2.99,108.73
2007-04-28 20:12:20.996577,122,0.99,109.72
2007-04-29 18:23:51.996577,122,5.99,115.71
2007-04-30 13:16:23.996577,122,4.99,120.7
2007-02-15 20:10:43.996577,123,4.99,4.99
2007-02-16 15:28:40.996577,123,0.99,5.98
2007-02-16 16:56:45.996577,123,4.99,10.97
2007-02-17 06:59:01.996577,123,0.99,11.96
2007-02-19 04:12:09.996577,123,2.99,14.95
2007-03-01 02:22:15.996577,123,8.99,23.94
2007-03-18 06:15:01.996577,123,2.99,26.93
2007-03-18 07:56:00.996577,123,3.99,30.92
2007-03-20 06:54:32.996577,123,2.99,33.91
2007-03-22 12:53:47.996577,123,7.99,41.9
2007-03-23 02:11:58.996577,123,4.99,46.89
2007-03-23 05:42:09.996577,123,1.99,48.88
2007-03-23 12:20:23.996577,123,2.99,51.87
2007-04-07 21:33:56.996577,123,3.99,55.86
2007-04-08 17:22:33.996577,123,8.99,64.85
2007-04-27 20:01:05.996577,123,4.99,69.84
2007-04-28 03:21:09.996577,123,2.99,72.83
2007-04-28 05:12:29.996577,123,0.99,73.82
2007-04-28 08:02:55.996577,123,2.99,76.81
2007-04-28 12:26:03.996577,123,5.99,82.8
2007-04-29 15:21:26.996577,123,4.99,87.79
2007-04-30 17:58:27.996577,123,4.99,92.78
2007-04-30 23:33:52.996577,123,4.99,97.77
2007-02-18 09:28:31.996577,124,1.99,1.99
2007-03-02 21:15:26.996577,124,5.99,7.98
2007-03-19 00:16:11.996577,124,4.99,12.97
2007-03-21 20:55:37.996577,124,0.99,13.96
2007-03-22 17:05:50.996577,124,4.99,18.95
2007-03-23 20:13:28.996577,124,0.99,19.94
2007-04-07 17:12:49.996577,124,7.99,27.93
2007-04-08 10:33:00.996577,124,2.99,30.92
2007-04-10 01:58:43.996577,124,2.99,33.91
2007-04-11 21:39:16.996577,124,2.99,36.9
2007-04-27 19:30:07.996577,124,6.99,43.89
2007-04-28 02:22:40.996577,124,8.99,52.88
2007-04-29 08:48:33.996577,124,0.99,53.87
2007-04-30 15:45:16.996577,124,3.99,57.86
2007-02-15 19:46:24.996577,125,2.99,2.99
2007-02-18 11:25:32.996577,125,3.99,6.98
2007-02-19 19:10:01.996577,125,7.99,14.97
2007-02-20 16:34:23.996577,125,4.99,19.96
2007-03-01 12:23:01.996577,125,2.99,22.95
2007-03-01 16:53:17.996577,125,2.99,25.94
2007-03-02 12:58:29.996577,125,7.99,33.93
2007-03-17 10:17:54.996577,125,4.99,38.92
2007-03-17 11:23:57.996577,125,4.99,43.91
2007-03-17 17:15:33.996577,125,0.99,44.9
2007-03-17 20:23:21.996577,125,4.99,49.89
2007-03-18 02:44:41.996577,125,2.99,52.88
2007-03-19 22:16:49.996577,125,6.99,59.87
2007-03-21 11:06:35.996577,125,2.99,62.86
2007-03-22 08:43:05.996577,125,2.99,65.85
2007-04-06 04:26:32.996577,125,4.99,70.84
2007-04-09 09:20:35.996577,125,2.99,73.83
2007-04-10 00:16:21.996577,125,7.99,81.82
2007-04-11 02:27:34.996577,125,0.99,82.81
2007-04-11 14:24:00.996577,125,6.99,89.8
2007-04-27 12:08:06.996577,125,4.99,94.79
2007-04-28 08:56:12.996577,125,0.99,95.78
2007-04-28 10:33:51.996577,125,0.99,96.77
2007-04-29 03:53:56.996577,125,2.99,99.76
2007-04-29 05:47:42.996577,125,2.99,102.75
2007-04-29 21:06:15.996577,125,4.99,107.74
2007-04-30 06:58:14.996577,125,4.99,112.73
2007-04-30 07:26:11.996577,125,2.99,115.72
2007-04-30 08:19:47.996577,125,9.99,125.71
2007-04-30 22:23:46.996577,125,4.99,130.7
2007-04-30 22:37:33.996577,125,0.99,131.69
2007-02-21 19:30:23.996577,126,2.99,2.99
2007-03-02 10:11:06.996577,126,9.99,12.98
2007-03-17 02:18:59.996577,126,4.99,17.97
2007-03-17 09:00:24.996577,126,3.99,21.96
2007-03-17 09:58:37.996577,126,0.99,22.95
2007-03-19 05:49:50.996577,126,2.99,25.94
2007-03-19 06:25:17.996577,126,7.99,33.93
2007-03-19 12:25:24.996577,126,0.99,34.92
2007-03-21 12:01:04.996577,126,2.99,37.91
2007-03-21 15:20:55.996577,126,2.99,40.9
2007-03-23 10:39:20.996577,126,4.99,45.89
2007-03-23 19:31:09.996577,126,7.99,53.88
2007-04-05 22:43:32.996577,126,5.99,59.87
2007-04-06 09:43:30.996577,126,4.99,64.86
2007-04-06 13:36:34.996577,126,7.99,72.85
2007-04-08 09:33:19.996577,126,0.99,73.84
2007-04-08 11:28:15.996577,126,2.99,76.83
2007-04-09 06:29:00.996577,126,0.99,77.82
2007-04-10 16:59:31.996577,126,0.99,78.81
2007-04-12 13:01:47.996577,126,0.99,79.8
2007-04-12 13:36:15.996577,126,6.99,86.79
2007-04-28 12:16:35.996577,126,0.99,87.78
2007-04-28 16:55:55.996577,126,2.99,90.77
2007-04-30 17:10:21.996577,126,4.99,95.76
2007-04-30 22:20:47.996577,126,6.99,102.75
2007-02-15 07:34:50.996577,127,4.99,4.99
2007-02-16 19:01:13.996577,127,2.99,7.98
2007-02-18 15:27:24.996577,127,3.99,11.97
2007-03-01 20:03:27.996577,127,10.99,22.96
2007-03-02 02:38:08.996577,127,7.99,30.95
2007-03-02 11:41:47.996577,127,0.99,31.94
2007-03-17 19:40:23.996577,127,4.99,36.93
2007-03-18 23:33:34.996577,127,2.99,39.92
2007-03-19 07:35:39.996577,127,4.99,44.91
2007-03-19 09:08:36.996577,127,2.99,47.9
2007-03-20 19:52:20.996577,127,2.99,50.89
2007-03-21 02:00:43.996577,127,2.99,53.88
2007-03-22 23:43:33.996577,127,5.99,59.87
2007-03-23 10:08:56.996577,127,5.99,65.86
2007-04-08 08:16:17.996577,127,5.99,71.85
2007-04-08 15:32:50.996577,127,5.99,77.84
2007-04-09 22:56:11.996577,127,2.99,80.83
2007-04-10 23:02:37.996577,127,2.99,83.82
2007-04-28 10:15:24.996577,127,4.99,88.81
2007-04-28 21:57:54.996577,127,6.99,95.8
2007-04-30 11:31:21.996577,127,6.99,102.79
2007-04-30 23:03:51.996577,127,2.99,105.78
2007-02-18 22:47:47.996577,128,7.99,7.99
2007-02-19 02:12:29.996577,128,0.99,8.98
2007-03-01 05:26:43.996577,128,2.99,11.97
2007-03-18 20:24:04.996577,128,2.99,14.96
2007-03-19 00:27:20.996577,128,2.99,17.95
2007-03-19 02:51:39.996577,128,0.99,18.94
2007-03-19 06:53:42.996577,128,0.99,19.93
2007-03-19 12:29:22.996577,128,5.99,25.92
2007-03-20 00:42:42.996577,128,0.99,26.91
2007-03-20 16:52:52.996577,128,2.99,29.9
2007-03-21 01:11:41.996577,128,0.99,30.89
2007-03-22 03:44:42.996577,128,8.99,39.88
2007-03-22 15:30:49.996577,128,3.99,43.87
2007-03-23 13:53:53.996577,128,8.99,52.86
2007-04-06 10:52:07.996577,128,0.99,53.85
2007-04-06 22:11:29.996577,128,5.99,59.84
2007-04-09 12:52:12.996577,128,2.99,62.83
2007-04-10 05:37:06.996577,128,4.99,67.82
2007-04-10 23:48:16.996577,128,4.99,72.81
2007-04-11 09:55:07.996577,128,2.99,75.8
2007-04-12 00:18:41.996577,128,6.99,82.79
2007-04-12 10:47:49.996577,128,2.99,85.78
2007-04-27 21:43:40.996577,128,4.99,90.77
2007-04-29 05:20:53.996577,128,2.99,93.76
2007-04-30 11:30:33.996577,128,2.99,96.75
2007-04-30 11:39:37.996577,128,5.99,102.74
2007-04-30 12:14:20.996577,128,2.99,105.73
2007-04-30 14:21:03.996577,128,3.99,109.72
2007-04-30 16:31:07.996577,128,2.99,112.71
2007-04-30 19:56:43.996577,128,5.99,118.7
2007-02-16 14:03:07.996577,129,0.99,0.99
2007-02-19 13:31:05.996577,129,3.99,4.98
2007-02-19 16:15:18.996577,129,0.99,5.97
2007-02-19 17:27:19.996577,129,4.99,10.96
2007-02-20 21:24:21.996577,129,4.99,15.95
2007-02-21 00:11:52.996577,129,3.99,19.94
2007-03-01 05:36:48.996577,129,2.99,22.93
2007-03-01 08:16:55.996577,129,0.99,23.92
2007-03-01 08:48:11.996577,129,2.99,26.91
2007-03-01 11:15:18.996577,129,2.99,29.9
2007-03-01 21:17:23.996577,129,4.99,34.89
2007-03-18 15:38:31.996577,129,3.99,38.88
2007-03-18 20:16:14.996577,129,4.99,43.87
2007-03-20 06:23:20.996577,129,10.99,54.86
2007-03-20 15:11:19.996577,129,4.99,59.85
2007-03-20 15:16:00.996577,129,4.99,64.84
2007-03-20 16:45:00.996577,129,0.99,65.83
2007-03-21 07:36:16.996577,129,0.99,66.82
2007-03-22 05:15:25.996577,129,1.99,68.81
2007-04-06 08:11:27.996577,129,0.99,69.8
2007-04-06 17:49:54.996577,129,4.99,74.79
2007-04-06 19:43:29.996577,129,0.99,75.78
2007-04-07 12:43:02.996577,129,2.99,78.77
2007-04-08 05:21:06.996577,129,0.99,79.76
2007-04-08 18:51:41.996577,129,2.99,82.75
2007-04-08 23:28:12.996577,129,0.99,83.74
2007-04-09 05:54:13.996577,129,0.99,84.73
2007-04-09 16:07:56.996577,129,4.99,89.72
2007-04-29 03:09:39.996577,129,4.99,94.71
2007-04-29 03:16:03.996577,129,2.99,97.7
2007-04-30 10:17:26.996577,129,4.99,102.69
2007-04-30 15:38:02.996577,129,7.99,110.68
2007-04-30 16:55:02.996577,129,7.99,118.67
2007-04-30 21:52:57.996577,129,5.99,124.66
2007-02-16 06:23:27.996577,130,2.99,2.99
2007-02-17 00:08:13.996577,130,2.99,5.98
2007-02-17 22:14:42.996577,130,2.99,8.97
2007-02-18 06:06:14.996577,130,2.99,11.96
2007-02-19 00:07:30.996577,130,2.99,14.95
2007-02-20 07:06:55.996577,130,6.99,21.94
2007-03-01 11:45:54.996577,130,2.99,24.93
2007-03-01 14:20:27.996577,130,5.99,30.92
2007-03-17 10:27:44.996577,130,2.99,33.91
2007-03-17 20:59:30.996577,130,2.99,36.9
2007-03-18 22:07:48.996577,130,6.99,43.89
2007-03-20 23:27:27.996577,130,0.99,44.88
2007-03-23 03:57:58.996577,130,5.99,50.87
2007-03-23 11:57:34.996577,130,4.99,55.86
2007-04-07 17:10:08.996577,130,4.99,60.85
2007-04-07 23:36:20.996577,130,4.99,65.84
2007-04-11 19:17:22.996577,130,3.99,69.83
2007-04-27 06:43:00.996577,130,4.99,74.82
2007-04-28 03:24:59.996577,130,0.99,75.81
2007-04-30 03:47:20.996577,130,4.99,80.8
2007-04-30 07:01:34.996577,130,5.99,86.79
2007-04-30 20:47:42.996577,130,0.99,87.78
2007-02-16 07:41:19.996577,131,9.99,9.99
2007-02-16 16:30:32.996577,131,4.99,14.98
2007-03-01 07:48:35.996577,131,4.99,19.97
2007-03-01 22:41:12.996577,131,1.99,21.96
2007-03-17 16:22:08.996577,131,0.99,22.95
2007-03-17 16:24:24.996577,131,2.99,25.94
2007-03-18 01:05:33.996577,131,0.99,26.93
2007-03-18 02:44:44.996577,131,0.99,27.92
2007-03-18 06:33:01.996577,131,9.99,37.91
2007-03-19 07:59:49.996577,131,6.99,44.9
2007-03-19 18:56:47.996577,131,7.99,52.89
2007-03-19 19:22:09.996577,131,2.99,55.88
2007-03-19 20:54:52.996577,131,0.99,56.87
2007-03-23 07:17:09.996577,131,2.99,59.86
2007-03-23 20:49:06.996577,131,2.99,62.85
2007-04-05 23:17:21.996577,131,2.99,65.84
2007-04-09 11:12:52.996577,131,4.99,70.83
2007-04-09 18:11:03.996577,131,4.99,75.82
2007-04-10 03:38:18.996577,131,2.99,78.81
2007-04-10 09:50:34.996577,131,2.99,81.8
2007-04-10 17:31:17.996577,131,3.99,85.79
2007-04-27 20:46:45.996577,131,2.99,88.78
2007-04-28 15:56:14.996577,131,0.99,89.77
2007-04-28 23:49:28.996577,131,6.99,96.76
2007-04-29 10:08:34.996577,131,8.99,105.75
2007-04-30 15:50:10.996577,131,3.99,109.74
2007-04-30 22:18:20.996577,131,2.99,112.73
2007-02-16 22:22:08.996577,132,0.99,0.99
2007-02-18 00:50:33.996577,132,4.99,5.98
2007-02-18 13:47:15.996577,132,0.99,6.97
2007-02-19 05:39:02.996577,132,2.99,9.96
2007-02-20 02:48:40.996577,132,4.99,14.95
2007-02-20 16:51:56.996577,132,4.99,19.94
2007-03-01 00:47:12.996577,132,4.99,24.93
2007-03-01 05:46:50.996577,132,6.99,31.92
2007-03-01 13:35:30.996577,132,3.99,35.91
2007-03-01 14:12:46.996577,132,6.99,42.9
2007-03-02 07:56:11.996577,132,0.99,43.89
2007-03-17 10:29:20.996577,132,0.99,44.88
2007-03-17 22:15:42.996577,132,0.99,45.87
2007-03-23 14:59:21.996577,132,4.99,50.86
2007-04-06 08:46:27.996577,132,0.99,51.85
2007-04-06 14:18:29.996577,132,2.99,54.84
2007-04-07 08:05:50.996577,132,4.99,59.83
2007-04-08 02:05:21.996577,132,4.99,64.82
2007-04-08 03:17:41.996577,132,5.99,70.81
2007-04-08 19:18:31.996577,132,0.99,71.8
2007-04-09 17:57:00.996577,132,2.99,74.79
2007-04-10 07:27:29.996577,132,5.99,80.78
2007-04-10 08:32:41.996577,132,0.99,81.77
2007-04-10 09:16:29.996577,132,1.99,83.76
2007-04-11 12:49:14.996577,132,6.99,90.75
2007-04-26 23:16:06.996577,132,1.99,92.74
2007-04-27 16:00:06.996577,132,0.99,93.73
2007-04-27 23:29:41.996577,132,1.99,95.72
2007-02-15 22:46:05.996577,133,3.99,3.99
2007-02-19 09:41:01.996577,133,7.99,11.98
2007-02-20 08:38:55.996577,133,0.99,12.97
2007-02-21 11:24:14.996577,133,0.99,13.96
2007-03-01 15:24:43.996577,133,0.99,14.95
2007-03-18 08:30:14.996577,133,4.99,19.94
2007-03-19 00:15:56.996577,133,4.99,24.93
2007-03-19 18:16:33.996577,133,2.99,27.92
2007-03-19 23:00:43.996577,133,1.99,29.91
2007-03-20 14:59:15.996577,133,2.99,32.9
2007-03-22 09:40:17.996577,133,0.99,33.89
2007-03-23 19:36:25.996577,133,6.99,40.88
2007-04-08 00:50:44.996577,133,6.99,47.87
2007-04-08 03:47:16.996577,133,2.99,50.86
2007-04-08 09:04:29.996577,133,6.99,57.85
2007-04-08 16:22:44.996577,133,2.99,60.84
2007-04-09 03:05:57.996577,133,2.99,63.83
2007-04-11 08:16:42.996577,133,4.99,68.82
2007-04-12 06:48:07.996577,133,3.99,72.81
2007-04-27 06:36:05.996577,133,2.99,75.8
2007-04-27 14:45:03.996577,133,0.99,76.79
2007-04-29 04:18:35.996577,133,6.99,83.78
2007-04-30 05:02:07.996577,133,0.99,84.77
2007-04-30 08:40:18.996577,133,2.99,87.76
2007-04-30 10:16:14.996577,133,0.99,88.75
2007-02-16 05:37:04.996577,134,9.99,9.99
2007-02-16 17:53:58.996577,134,0.99,10.98
2007-02-17 01:38:22.996577,134,0.99,11.97
2007-02-21 03:23:47.996577,134,5.99,17.96
2007-03-01 22:47:25.996577,134,6.99,24.95
2007-03-02 13:02:59.996577,134,3.99,28.94
2007-03-02 13:08:12.996577,134,4.99,33.93
2007-03-02 20:52:57.996577,134,4.99,38.92
2007-03-18 21:06:07.996577,134,7.99,46.91
2007-03-19 05:40:10.996577,134,2.99,49.9
2007-03-19 06:15:42.996577,134,2.99,52.89
2007-03-21 04:48:40.996577,134,2.99,55.88
2007-03-23 18:11:12.996577,134,2.99,58.87
2007-04-09 14:37:45.996577,134,4.99,63.86
2007-04-11 12:16:37.996577,134,2.99,66.85
2007-04-12 09:46:31.996577,134,0.99,67.84
2007-04-27 19:23:54.996577,134,2.99,70.83
2007-04-28 12:21:23.996577,134,4.99,75.82
2007-04-29 13:27:30.996577,134,1.99,77.81
2007-02-15 06:11:24.996577,135,0.99,0.99
2007-02-16 08:58:48.996577,135,1.99,2.98
2007-02-20 03:50:44.996577,135,2.99,5.97
2007-03-01 08:21:03.996577,135,0.99,6.96
2007-03-01 13:22:18.996577,135,2.99,9.95
2007-03-01 16:53:07.996577,135,3.99,13.94
2007-03-02 10:04:19.996577,135,5.99,19.93
2007-03-17 05:49:48.996577,135,7.99,27.92
2007-03-18 02:22:00.996577,135,2.99,30.91
2007-03-19 07:15:11.996577,135,0.99,31.9
2007-03-20 18:47:31.996577,135,0.99,32.89
2007-03-21 00:25:52.996577,135,5.99,38.88
2007-03-23 16:10:26.996577,135,2.99,41.87
2007-04-07 04:53:45.996577,135,0.99,42.86
2007-04-09 02:29:28.996577,135,7.99,50.85
2007-04-10 01:12:53.996577,135,0.99,51.84
2007-04-11 06:08:04.996577,135,3.99,55.83
2007-04-11 23:42:29.996577,135,3.99,59.82
2007-04-12 16:48:23.996577,135,3.99,63.81
2007-04-27 11:08:14.996577,135,4.99,68.8
2007-04-27 16:07:44.996577,135,0.99,69.79
2007-04-27 20:41:07.996577,135,7.99,77.78
2007-04-28 03:37:10.996577,135,0.99,78.77
2007-04-29 02:05:33.996577,135,0.99,79.76
2007-04-29 23:04:52.996577,135,7.99,87.75
2007-04-30 03:06:02.996577,135,6.99,94.74
2007-04-30 18:51:39.996577,135,4.99,99.73
2007-05-14 13:44:29.996577,135,0.99,100.72
2007-02-17 17:42:56.996577,136,2.99,2.99
2007-03-17 16:55:48.996577,136,10.99,13.98
2007-03-18 03:26:32.996577,136,5.99,19.97
2007-03-18 12:38:35.996577,136,0.99,20.96
2007-03-20 17:59:01.996577,136,4.99,25.95
2007-03-21 08:21:29.996577,136,0.99,26.94
2007-03-21 10:16:58.996577,136,2.99,29.93
2007-03-22 23:02:54.996577,136,4.99,34.92
2007-04-08 20:34:01.996577,136,0.99,35.91
2007-04-10 04:19:38.996577,136,3.99,39.9
2007-04-11 07:22:35.996577,136,3.99,43.89
2007-04-12 05:19:18.996577,136,8.99,52.88
2007-04-30 08:11:24.996577,136,5.99,58.87
2007-04-30 15:43:53.996577,136,0.99,59.86
2007-02-18 18:52:49.996577,137,6.99,6.99
2007-02-19 17:12:23.996577,137,2.99,9.98
2007-02-20 11:57:01.996577,137,3.99,13.97
2007-02-21 17:44:35.996577,137,5.99,19.96
2007-03-01 12:44:54.996577,137,4.99,24.95
2007-03-01 22:09:50.996577,137,5.99,30.94
2007-03-02 05:06:45.996577,137,4.99,35.93
2007-03-02 13:03:27.996577,137,3.99,39.92
2007-03-17 06:58:12.996577,137,3.99,43.91
2007-03-17 20:28:48.996577,137,2.99,46.9
2007-03-19 11:23:56.996577,137,0.99,47.89
2007-03-19 23:31:57.996577,137,5.99,53.88
2007-03-20 10:25:32.996577,137,5.99,59.87
2007-03-21 21:45:52.996577,137,7.99,67.86
2007-03-22 09:45:32.996577,137,7.99,75.85
2007-03-22 11:46:09.996577,137,0.99,76.84
2007-03-23 02:28:56.996577,137,2.99,79.83
2007-03-23 15:26:09.996577,137,4.99,84.82
2007-03-23 20:24:30.996577,137,9.99,94.81
2007-04-06 02:58:44.996577,137,4.99,99.8
2007-04-06 07:39:03.996577,137,5.99,105.79
2007-04-06 16:34:38.996577,137,6.99,112.78
2007-04-07 16:53:52.996577,137,6.99,119.77
2007-04-07 22:55:22.996577,137,3.99,123.76
2007-04-09 05:08:50.996577,137,2.99,126.75
2007-04-09 20:24:35.996577,137,3.99,130.74
2007-04-10 13:34:57.996577,137,2.99,133.73
2007-04-11 01:40:45.996577,137,6.99,140.72
2007-04-11 10:45:08.996577,137,0.99,141.71
2007-04-28 14:39:41.996577,137,8.99,150.7
2007-04-28 17:31:12.996577,137,4.99,155.69
2007-04-30 01:54:17.996577,137,2.99,158.68
2007-04-30 03:30:47.996577,137,4.99,163.67
2007-04-30 06:33:21.996577,137,4.99,168.66
2007-04-30 08:58:51.996577,137,2.99,171.65
2007-04-30 11:08:18.996577,137,4.99,176.64
2007-04-30 21:13:02.996577,137,7.99,184.63
2007-04-30 22:08:37.996577,137,6.99,191.62
2007-02-15 08:54:49.996577,138,0.99,0.99
2007-02-17 12:29:17.996577,138,0.99,1.98
2007-02-19 13:43:21.996577,138,7.99,9.97
2007-03-01 01:37:22.996577,138,3.99,13.96
2007-03-01 07:10:20.996577,138,5.99,19.95
2007-03-02 03:41:26.996577,138,4.99,24.94
2007-03-02 06:16:57.996577,138,0.99,25.93
2007-03-02 20:06:02.996577,138,0.99,26.92
2007-03-18 13:09:04.996577,138,2.99,29.91
2007-03-19 01:34:07.996577,138,2.99,32.9
2007-03-21 02:08:37.996577,138,1.99,34.89
2007-03-21 10:04:41.996577,138,4.99,39.88
2007-03-21 12:21:20.996577,138,4.99,44.87
2007-03-22 06:09:34.996577,138,4.99,49.86
2007-03-22 22:31:27.996577,138,2.99,52.85
2007-03-23 01:08:22.996577,138,0.99,53.84
2007-04-05 21:41:33.996577,138,2.99,56.83
2007-04-09 17:34:22.996577,138,0.99,57.82
2007-04-10 03:24:11.996577,138,1.99,59.81
2007-04-10 07:12:28.996577,138,4.99,64.8
2007-04-11 23:37:18.996577,138,2.99,67.79
2007-04-12 19:38:30.996577,138,0.99,68.78
2007-04-27 07:44:54.996577,138,2.99,71.77
2007-04-28 04:39:21.996577,138,2.99,74.76
2007-04-28 17:56:49.996577,138,4.99,79.75
2007-04-28 19:38:56.996577,138,3.99,83.74
2007-04-29 05:34:29.996577,138,3.99,87.73
2007-04-30 02:45:28.996577,138,0.99,88.72
2007-04-30 13:06:10.996577,138,1.99,90.71
2007-04-30 14:18:06.996577,138,9.99,100.7
2007-04-30 19:34:38.996577,138,0.99,101.69
2007-04-30 22:56:19.996577,138,4.99,106.68
2007-02-14 22:11:22.996577,139,2.99,2.99
2007-02-16 14:20:58.996577,139,2.99,5.98
2007-02-19 09:16:08.996577,139,0.99,6.97
2007-02-19 13:18:08.996577,139,7.99,14.96
2007-03-02 00:02:52.996577,139,2.99,17.95
2007-03-19 00:51:49.996577,139,6.99,24.94
2007-03-19 20:44:42.996577,139,3.99,28.93
2007-03-21 20:54:19.996577,139,5.99,34.92
2007-03-21 22:56:25.996577,139,2.99,37.91
2007-03-22 07:25:36.996577,139,2.99,40.9
2007-03-22 07:33:19.996577,139,2.99,43.89
2007-03-22 09:03:05.996577,139,2.99,46.88
2007-03-22 15:27:31.996577,139,9.99,56.87
2007-03-23 00:07:14.996577,139,3.99,60.86
2007-03-23 10:40:31.996577,139,0.99,61.85
2007-04-08 08:23:13.996577,139,0.99,62.84
2007-04-08 08:27:44.996577,139,2.99,65.83
2007-04-09 04:26:05.996577,139,2.99,68.82
2007-04-09 12:43:27.996577,139,7.99,76.81
2007-04-09 17:54:48.996577,139,6.99,83.8
2007-04-09 22:43:26.996577,139,6.99,90.79
2007-04-12 01:26:05.996577,139,6.99,97.78
2007-04-12 12:50:34.996577,139,0.99,98.77
2007-04-27 13:36:24.996577,139,0.99,99.76
2007-04-28 05:10:28.996577,139,5.99,105.75
2007-04-30 13:25:39.996577,139,4.99,110.74
2007-04-30 19:16:57.996577,139,2.99,113.73
2007-02-16 03:19:44.996577,140,4.99,4.99
2007-02-16 10:37:46.996577,140,2.99,7.98
2007-02-18 09:22:17.996577,140,6.99,14.97
2007-02-20 20:44:13.996577,140,0.99,15.96
2007-03-01 03:39:37.996577,140,6.99,22.95
2007-03-02 18:33:02.996577,140,3.99,26.94
2007-03-17 20:48:27.996577,140,4.99,31.93
2007-03-18 18:02:28.996577,140,4.99,36.92
2007-03-19 08:00:14.996577,140,10.99,47.91
2007-03-22 16:53:00.996577,140,2.99,50.9
2007-03-23 14:15:28.996577,140,2.99,53.89
2007-04-11 15:24:01.996577,140,4.99,58.88
2007-04-11 21:30:45.996577,140,9.99,68.87
2007-04-12 04:20:13.996577,140,0.99,69.86
2007-04-12 20:58:55.996577,140,2.99,72.85
2007-04-27 06:26:52.996577,140,4.99,77.84
2007-04-30 07:03:36.996577,140,4.99,82.83
2007-04-30 18:50:01.996577,140,0.99,83.82
2007-02-15 03:33:33.996577,141,7.99,7.99
2007-02-20 00:54:57.996577,141,7.99,15.98
2007-02-21 17:36:54.996577,141,4.99,20.97
2007-03-01 02:05:27.996577,141,3.99,24.96
2007-03-01 05:02:55.996577,141,1.99,26.95
2007-03-01 20:31:36.996577,141,4.99,31.94
2007-03-02 17:58:13.996577,141,2.99,34.93
2007-03-02 18:01:17.996577,141,5.99,40.92
2007-03-17 18:42:52.996577,141,5.99,46.91
2007-03-17 20:57:06.996577,141,2.99,49.9
2007-03-17 21:24:50.996577,141,3.99,53.89
2007-03-18 06:01:34.996577,141,2.99,56.88
2007-03-19 06:05:08.996577,141,0.99,57.87
2007-03-19 12:12:01.996577,141,2.99,60.86
2007-03-19 23:29:42.996577,141,4.99,65.85
2007-03-20 20:53:10.996577,141,7.99,73.84
2007-03-20 23:29:12.996577,141,2.99,76.83
2007-03-22 07:11:11.996577,141,4.99,81.82
2007-03-22 18:23:18.996577,141,0.99,82.81
2007-03-23 18:13:51.996577,141,2.99,85.8
2007-04-07 02:28:46.996577,141,1.99,87.79
2007-04-07 14:52:35.996577,141,0.99,88.78
2007-04-08 08:18:36.996577,141,5.99,94.77
2007-04-09 03:05:15.996577,141,2.99,97.76
2007-04-10 11:46:24.996577,141,0.99,98.75
2007-04-26 23:18:19.996577,141,4.99,103.74
2007-04-28 08:55:36.996577,141,2.99,106.73
2007-04-29 05:48:40.996577,141,4.99,111.72
2007-04-30 01:34:14.996577,141,4.99,116.71
2007-04-30 05:15:39.996577,141,2.99,119.7
2007-04-30 06:18:22.996577,141,7.99,127.69
2007-02-15 05:57:56.996577,142,1.99,1.99
2007-02-20 23:36:52.996577,142,2.99,4.98
2007-03-02 01:20:44.996577,142,5.99,10.97
2007-03-02 12:01:50.996577,142,5.99,16.96
2007-03-19 04:57:39.996577,142,0.99,17.95
2007-03-19 07:42:57.996577,142,0.99,18.94
2007-03-20 09:22:15.996577,142,0.99,19.93
2007-03-20 16:44:47.996577,142,0.99,20.92
2007-03-20 23:39:43.996577,142,4.99,25.91
2007-03-21 23:40:03.996577,142,0.99,26.9
2007-03-22 19:12:32.996577,142,2.99,29.89
2007-03-23 00:15:01.996577,142,1.99,31.88
2007-04-05 22:13:03.996577,142,2.99,34.87
2007-04-08 00:19:58.996577,142,4.99,39.86
2007-04-08 01:56:25.996577,142,4.99,44.85
2007-04-12 02:40:24.996577,142,0.99,45.84
2007-04-28 05:08:31.996577,142,2.99,48.83
2007-04-29 08:21:25.996577,142,2.99,51.82
2007-04-29 12:23:37.996577,142,4.99,56.81
2007-04-30 03:59:53.996577,142,7.99,64.8
2007-04-30 08:24:23.996577,142,2.99,67.79
2007-04-30 19:33:25.996577,142,5.99,73.78
2007-05-14 13:44:29.996577,142,0.99,74.77
2007-02-17 02:56:37.996577,143,1.99,1.99
2007-02-17 06:12:05.996577,143,4.99,6.98
2007-02-18 03:33:34.996577,143,3.99,10.97
2007-02-19 02:52:18.996577,143,0.99,11.96
2007-02-19 03:48:57.996577,143,4.99,16.95
2007-03-02 12:58:09.996577,143,6.99,23.94
